site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
1,./server/src/controllers/securityController.ts,1234,prisma.auditLog.findMany,ORG_IN_WHERE,NONE,"where: { organizationId: authReq.user!.organizationId, action: { startsWith: 'CI/CD Integration Created' } }",2026-05-30T00:00:00Z,session13_subagent_8,session13,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
2,./server/src/controllers/securityController.ts,277,prisma.auditLog.findMany,ORG_IN_WHERE,NONE,"where: { organizationId: authReq.user!.organizationId, action: { startsWith: 'Network Segment Created' } }",2026-05-30T00:00:00Z,session13_subagent_8,session13,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
3,./server/src/controllers/securityController.ts,558,prisma.auditLog.findFirst,ORG_IN_WHERE,NONE,"where: { organizationId: authReq.user!.organizationId, hash: proofId, action: { startsWith: 'ZK Proof Generated' } }",2026-05-30T00:00:00Z,session13_subagent_8,session13,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
4,./server/src/controllers/securityController.ts,742,prisma.auditLog.findMany,ORG_IN_WHERE,NONE,"where: { organizationId: authReq.user.organizationId, action: { contains: 'BYOK Key' } }",2026-05-30T00:00:00Z,session13_subagent_8,session13,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
5,./server/src/controllers/securityController.ts,818,prisma.auditLog.findFirst,ORG_IN_WHERE,NONE,"where: { organizationId: authReq.user!.organizationId, hash: keyId, action: { startsWith: 'BYOK Key' } }",2026-05-30T00:00:00Z,session13_subagent_8,session13,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
6,./server/src/controllers/securityController.ts,960,prisma.auditLog.findFirst,ORG_IN_WHERE,NONE,"where: { organizationId: authReq.user!.organizationId, action: 'BYOK Config Updated' }",2026-05-30T00:00:00Z,session13_subagent_8,session13,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
7,./server/src/controllers/webhookController.ts,320,prisma.apiKey.findMany,ORG_IN_WHERE,NONE,"where: { organizationId, revokedAt: null }",2026-05-30T00:00:00Z,session13_subagent_8,session13,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
8,./server/src/controllers/webhookController.ts,455,prisma.organization.findUnique,USER_SELF_READ,NONE,"where: { id: authReq.user!.organizationId } — caller fetching own organization by id",2026-05-30T00:00:00Z,session13_subagent_8,session13,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
9,./server/src/controllers/webhookController.ts,623,prisma.apiKey.findUnique,OWNERSHIP_PRECHECK,NONE,"findUnique by keyHash followed by 'if (!validKey || validKey.organizationId !== organizationId) throw new AppError(Invalid API key, 401)' — explicit org ownership check before use",2026-05-30T00:00:00Z,session13_subagent_8,session13,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
10,./server/src/examples/newPagesExamples.ts,137,prisma.userCertification.findMany,TEST_FIXTURE,NONE,"File path server/src/examples/newPagesExamples.ts is example/template code (not wired to any route); function takes userId parameter for self-scoped query",2026-05-30T00:00:00Z,session13_subagent_8,session13,129756a13dadbf8a02455af19ac006bcd1005f2bd807f9a1f06c9dbf653f8c2a
