10,server/src/controllers/acosController.ts,399,exportAnalysisReport handler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at line 411 with action 'evidence.analysis_exported'",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
11,server/src/controllers/acosController.ts,405,evidenceTruthLayerService.exportAnalysisReport,AUDIT_LOGGED,NONE,"called inside exportAnalysisReport; audit log written at line 411",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
12,server/src/controllers/acosController.ts,411,prisma.auditLog.create action evidence.analysis_exported,AUDIT_LOGGED,NONE,"action: 'evidence.analysis_exported' with userId/organizationId/ipAddress",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
13,server/src/controllers/acosController.ts,415,throw new AppError Failed to export analysis report,AUDIT_LOGGED,NONE,"catch in exportAnalysisReport; audit log written at line 411 in success path",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
14,server/src/controllers/acosController.ts,1100,const { seed withCorrelations exportResults } = req.body,NOT_PRIVILEGED_ACTION,NONE,"destructuring exportResults flag inside runMonteCarlo; computational simulation not a data export",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
15,server/src/controllers/acosController.ts,1110,exportResults param passed to runMonteCarloSimulation,NOT_PRIVILEGED_ACTION,NONE,"exportResults option passed to service; simulation run not a data export action",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
16,server/src/controllers/acosController.ts,1207,exportScanResults handler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at line 1215 with action 'redteam.scan_results_exported'",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
17,server/src/controllers/acosController.ts,1210,redTeamService.exportScanResults,AUDIT_LOGGED,NONE,"called inside exportScanResults; audit log written at line 1215",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
18,server/src/controllers/acosController.ts,1215,prisma.auditLog.create action redteam.scan_results_exported,AUDIT_LOGGED,NONE,"action: 'redteam.scan_results_exported' with userId/organizationId/ipAddress",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
19,server/src/controllers/acosController.ts,1216,res.json exportData,AUDIT_LOGGED,NONE,"inside exportScanResults; audit log written at line 1215 immediately above",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
20,server/src/controllers/acosController.ts,1219,throw new AppError Failed to export scan results,AUDIT_LOGGED,NONE,"catch in exportScanResults; audit log written at line 1215 in success path",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
21,server/src/controllers/acosController.ts,1429,exportInsights handler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at line 1437 with action 'swarm.insights_exported'",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
22,server/src/controllers/acosController.ts,1432,federatedSwarmService.exportInsights,AUDIT_LOGGED,NONE,"called inside exportInsights; audit log written at line 1437",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
23,server/src/controllers/acosController.ts,1437,prisma.auditLog.create action swarm.insights_exported,AUDIT_LOGGED,NONE,"action: 'swarm.insights_exported' with userId/organizationId/ipAddress",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
24,server/src/controllers/acosController.ts,1438,res.json exportData,AUDIT_LOGGED,NONE,"inside exportInsights; audit log written at line 1437 immediately above",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
25,server/src/controllers/acosController.ts,1441,throw new AppError Failed to export insights,AUDIT_LOGGED,NONE,"catch in exportInsights; audit log written at line 1437 in success path",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
26,server/src/controllers/acosController.ts,1926,exportVRAnnotations RequestHandler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at L1936 action='vr.annotations_exported' userId+organizationId+details",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
27,server/src/controllers/acosController.ts,1930,vrCollaborativeReviewService.exportAnnotations call,AUDIT_LOGGED,NONE,"interior export call inside exportVRAnnotations; auditLog.create at L1936 covers function",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
28,server/src/controllers/acosController.ts,1936,prisma.auditLog.create vr.annotations_exported,AUDIT_LOGGED,NONE,"prisma.auditLog.create({ data: { action: 'vr.annotations_exported', userId, organizationId, hash, details, ipAddress, userAgent } })",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
29,server/src/controllers/acosController.ts,1937,res.json(exportData),NOT_PRIVILEGED_ACTION,NONE,"response emission; audit already logged at L1936",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
30,server/src/controllers/acosController.ts,1940,throw new AppError Failed to export VR annotations,NOT_PRIVILEGED_ACTION,NONE,"error path throw in catch; auditLog at L1936 covers success path",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
31,server/src/controllers/acosController.ts,2442,exportSwarmMetrics RequestHandler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at L2453 action='swarm.metrics_exported' userId+organizationId+details",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
32,server/src/controllers/acosController.ts,2446,swarmTaskAllocationService.exportMetrics call,AUDIT_LOGGED,NONE,"interior export call inside exportSwarmMetrics; auditLog.create at L2453 covers function",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
33,server/src/controllers/acosController.ts,2453,prisma.auditLog.create swarm.metrics_exported,AUDIT_LOGGED,NONE,"prisma.auditLog.create({ data: { action: 'swarm.metrics_exported', userId, organizationId, hash, details, ipAddress, userAgent } })",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
34,server/src/controllers/acosController.ts,2454,res.json(exportData),NOT_PRIVILEGED_ACTION,NONE,"response emission; audit already logged at L2453",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
