site_number,file,line,call_signature,verdict,input_source,wrapper_call_line,evidence_quote,severity,verified_at,verified_by
1,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
2,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
3,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
4,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
5,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
6,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
7,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
8,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,USER_SELF_READ,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
9,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
10,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
11,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
12,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
13,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
14,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
15,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
16,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
17,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
18,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
19,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,USER_SELF_READ,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
20,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
21,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
22,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
23,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
24,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
25,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,SYSTEM_LEVEL_NO_ORG_REQUIRED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-1
26,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
27,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_WHERE_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
28,./server/src/controllers/varies,varies,prisma.X.findFirst/findMany/count,ORG_IN_PRIOR_LOOKUP_VERIFIED,controller-read,,scoped read,NONE,2026-05-28T19:50:00Z,s3-cov11-2
