site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
1,server/src/controllers/euRegulationsController.ts,398,export default new EURegulationsController();,EXPORT_DEFAULT,NONE,"export default new EURegulationsController();",2026-05-29T20:30:00Z,session12_subagent_14,session12,96abf98e2b3f16e43c3a656ba5762bb3ab194f21c249d92fe767b8247272bd21
2,server/src/controllers/evidenceVersioningController.ts,300,export default new EvidenceVersioningController();,EXPORT_DEFAULT,NONE,"export default new EvidenceVersioningController();",2026-05-29T20:30:00Z,session12_subagent_14,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
3,server/src/controllers/billingController.ts,825,export default new BillingController();,EXPORT_DEFAULT,NONE,"export default new BillingController();",2026-05-29T20:30:00Z,session12_subagent_14,session12,a5be9d45e8917974f10cd35d68f25fad7dedb8213f6c39c1fa15094eb8ad7e2b
4,server/src/controllers/organizationController.ts,105,export default new OrganizationController();,EXPORT_DEFAULT,NONE,"export default new OrganizationController();",2026-05-29T20:30:00Z,session12_subagent_14,session12,7a45122babbab061e0fe7f4bb89e90b7aa54340a5afe71a909a8eccfd056879c
5,server/src/controllers/auditController.ts,144,exportLogs handler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at line 173 with action 'audit_log.exported'",2026-05-29T20:30:00Z,session12_subagent_14,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
6,server/src/controllers/auditController.ts,175,action: 'audit_log.exported',AUDIT_LOGGED,NONE,"action: 'audit_log.exported' inside prisma.auditLog.create",2026-05-29T20:30:00Z,session12_subagent_14,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
7,server/src/controllers/auditController.ts,197,res.json exportedAt total logs,AUDIT_LOGGED,NONE,"surrounding exportLogs function writes prisma.auditLog.create at line 173",2026-05-29T20:30:00Z,session12_subagent_14,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
8,server/src/controllers/auditController.ts,202,throw new AppError Failed to export audit logs,AUDIT_LOGGED,NONE,"catch in exportLogs; audit log written at line 173 before throw path",2026-05-29T20:30:00Z,session12_subagent_14,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
9,server/src/controllers/auditController.ts,262,export default new AuditController();,EXPORT_DEFAULT,NONE,"export default new AuditController();",2026-05-29T20:30:00Z,session12_subagent_14,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
10,server/src/controllers/acosController.ts,399,exportAnalysisReport handler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at line 411 with action 'evidence.analysis_exported'",2026-05-29T20:30:00Z,session12_subagent_14,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
