site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
1,hooks/queries/useRisks.ts,103,api.risks.list(params),CONTRACT_MATCH,NONE,"frontend GET /risks matches backend risks.ts:84 router.get('/') with optional status/severity/assignedTo query params",2026-05-29T20:30:00Z,session12_subagent_11,session12,a23ce4aa5e6755b4c561de46417e5773efc85bccf99bf5ee40adcb180a96687f
2,hooks/queries/useRisks.ts,133,api.risks.create(data),CONTRACT_MATCH,NONE,"frontend POST /risks matches backend risks.ts:158 router.post('/') with createRiskSchema validation",2026-05-29T20:30:00Z,session12_subagent_11,session12,a23ce4aa5e6755b4c561de46417e5773efc85bccf99bf5ee40adcb180a96687f
3,hooks/queries/useRisks.ts,146,"api.risks.update(id, data)",CONTRACT_MATCH,NONE,"frontend PATCH /risks/:id matches backend risks.ts:230 router.patch('/:id') with updateRiskSchema validation",2026-05-29T20:30:00Z,session12_subagent_11,session12,a23ce4aa5e6755b4c561de46417e5773efc85bccf99bf5ee40adcb180a96687f
4,hooks/queries/useRisks.ts,160,api.risks.delete(id),CONTRACT_MATCH,NONE,"frontend DELETE /risks/:id matches backend risks.ts:259 router.delete('/:id') with admin authorize",2026-05-29T20:30:00Z,session12_subagent_11,session12,a23ce4aa5e6755b4c561de46417e5773efc85bccf99bf5ee40adcb180a96687f
5,hooks/queries/useAssets.ts,119,api.assets.list(params),CONTRACT_MATCH,NONE,"frontend GET /assets matches backend assets.ts:90 router.get('/') with type/category/classification/status/search query params",2026-05-29T20:30:00Z,session12_subagent_11,session12,1215ccbaf85fd926e21bc86036c4f0dce34b629f7f571da5cde6268914c11a15
6,hooks/queries/useAssets.ts,134,api.assets.get(id),CONTRACT_MATCH,NONE,"frontend GET /assets/:id matches backend assets.ts:147 router.get('/:id') with organizationId scoping",2026-05-29T20:30:00Z,session12_subagent_11,session12,1215ccbaf85fd926e21bc86036c4f0dce34b629f7f571da5cde6268914c11a15
7,hooks/queries/useAssets.ts,164,api.assets.create(data),CONTRACT_MATCH,NONE,"frontend POST /assets matches backend assets.ts:201 router.post('/') with createAssetSchema validation",2026-05-29T20:30:00Z,session12_subagent_11,session12,1215ccbaf85fd926e21bc86036c4f0dce34b629f7f571da5cde6268914c11a15
8,hooks/queries/useAssets.ts,178,"api.assets.update(id, data)",CONTRACT_MATCH,NONE,"frontend PATCH /assets/:id matches backend assets.ts:258 router.patch('/:id') with updateAssetSchema validation",2026-05-29T20:30:00Z,session12_subagent_11,session12,1215ccbaf85fd926e21bc86036c4f0dce34b629f7f571da5cde6268914c11a15
9,hooks/queries/useAssets.ts,193,api.assets.delete(id),CONTRACT_MATCH,NONE,"frontend DELETE /assets/:id matches backend assets.ts:298 router.delete('/:id') with admin authorize",2026-05-29T20:30:00Z,session12_subagent_11,session12,1215ccbaf85fd926e21bc86036c4f0dce34b629f7f571da5cde6268914c11a15
10,hooks/queries/useFrameworks.ts,81,api.frameworks.list(),CONTRACT_MATCH,NONE,"frontend GET /frameworks matches backend frameworks.ts:234 router.get('/') frameworksController.list",2026-05-29T20:30:00Z,session12_subagent_11,session12,09bd36b7818ffdb46f91152b5a4c62c49ade2f7b512d06f565f3d0f6d1e0cfd7
11,hooks/queries/useIncidents.ts,146,api.incidents.list(params),CONTRACT_MATCH,NONE,"frontend GET /incidents matches backend incidents.ts:122 router.get('/') with severity/status/category/search query params",2026-05-29T20:30:00Z,session12_subagent_11,session12,3bfcd3b80c382863ae41a4292e8e88c86c16e0028e901144bdbab8b6153333b4
12,hooks/queries/useIncidents.ts,161,api.incidents.get(id),CONTRACT_MATCH,NONE,"frontend GET /incidents/:id matches backend incidents.ts:178 router.get('/:id') with organizationId scoping",2026-05-29T20:30:00Z,session12_subagent_11,session12,3bfcd3b80c382863ae41a4292e8e88c86c16e0028e901144bdbab8b6153333b4
13,hooks/queries/useIncidents.ts,207,api.incidents.create(data),CONTRACT_MATCH,NONE,"frontend POST /incidents matches backend incidents.ts:207 router.post('/') with createIncidentSchema validation",2026-05-29T20:30:00Z,session12_subagent_11,session12,3bfcd3b80c382863ae41a4292e8e88c86c16e0028e901144bdbab8b6153333b4
14,hooks/queries/useIncidents.ts,221,"api.incidents.update(id, data)",CONTRACT_MATCH,NONE,"frontend PATCH /incidents/:id matches backend incidents.ts:268 router.patch('/:id') with updateIncidentSchema validation",2026-05-29T20:30:00Z,session12_subagent_11,session12,3bfcd3b80c382863ae41a4292e8e88c86c16e0028e901144bdbab8b6153333b4
15,hooks/queries/useIncidents.ts,236,api.incidents.delete(id),CONTRACT_MATCH,NONE,"frontend DELETE /incidents/:id matches backend incidents.ts:337 router.delete('/:id') with admin authorize (soft-delete)",2026-05-29T20:30:00Z,session12_subagent_11,session12,3bfcd3b80c382863ae41a4292e8e88c86c16e0028e901144bdbab8b6153333b4
16,hooks/queries/useVendors.ts,154,api.vendors.list(params),CONTRACT_MATCH,NONE,"frontend GET /vendors matches backend vendors.ts:86 router.get('/') vendorRiskService.getVendorsByOrganization",2026-05-29T20:30:00Z,session12_subagent_11,session12,ad76d8af3dd1f7bbd5530ea92ae6342fdf31bdcba26e84d41ee0c4f7eff02197
17,hooks/queries/useVendors.ts,214,api.vendors.create(data),CONTRACT_MATCH,NONE,"frontend POST /vendors matches backend vendors.ts:18 router.post('/') with createVendorSchema and enforceLimit('maxVendors')",2026-05-29T20:30:00Z,session12_subagent_11,session12,ad76d8af3dd1f7bbd5530ea92ae6342fdf31bdcba26e84d41ee0c4f7eff02197
18,hooks/queries/useVendors.ts,228,"api.vendors.update(id, data)",CONTRACT_MATCH,NONE,"frontend PUT /vendors/:id (api.ts:1083 method PUT) matches backend vendors.ts:119 router.put('/:id') with updateVendorSchema",2026-05-29T20:30:00Z,session12_subagent_11,session12,ad76d8af3dd1f7bbd5530ea92ae6342fdf31bdcba26e84d41ee0c4f7eff02197
19,hooks/queries/useVendors.ts,244,api.vendors.delete(id),CONTRACT_MATCH,NONE,"frontend DELETE /vendors/:id matches backend vendors.ts:134 router.delete('/:id') vendorRiskService.archiveVendor",2026-05-29T20:30:00Z,session12_subagent_11,session12,ad76d8af3dd1f7bbd5530ea92ae6342fdf31bdcba26e84d41ee0c4f7eff02197
20,services/api.ts,219,fetchAPI('/auth/verify' POST),CONTRACT_MATCH,NONE,"frontend POST /auth/verify matches backend auth.ts:11 router.post('/verify', authLimiter, ...) authController.verifyMagicLink",2026-05-29T20:30:00Z,session12_subagent_11,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
21,services/api.ts,259,fetchAPI('/auth/register' POST),CONTRACT_MATCH,NONE,"frontend POST /auth/register matches backend auth.ts:14 router.post('/register', authLimiter, validateBody(registerSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_11,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
22,services/api.ts,275,fetchAPI('/auth/login' POST),CONTRACT_MATCH,NONE,"frontend POST /auth/login matches backend auth.ts:12 router.post('/login', authLimiter, validateBody(loginSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_11,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
23,services/api.ts,303,fetchAPI('/auth/refresh' POST),CONTRACT_MATCH,NONE,"frontend POST /auth/refresh matches backend auth.ts:15 router.post('/refresh', authLimiter, ...) authController.refreshToken",2026-05-29T20:30:00Z,session12_subagent_11,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
24,services/api.ts,318,fetchAPI('/auth/logout' POST),CONTRACT_MATCH,NONE,"frontend POST /auth/logout matches backend auth.ts:16 router.post('/logout', ...) authController.logout",2026-05-29T20:30:00Z,session12_subagent_11,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
25,services/api.ts,399,fetchAPI(`/risks/${id}` DELETE),CONTRACT_MATCH,NONE,"frontend DELETE /risks/:id (api.ts definition for api.risks.delete) matches backend risks.ts:259 router.delete('/:id') with admin authorize",2026-05-29T20:30:00Z,session12_subagent_11,session12,aa69d5f42dc1e19f68fcace68215d98dbc30bd5da195fe3d09d3f49481d1fe56
