site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
101,server/src/routes/controlMappings.ts,12,"router.post('/', authorize('admin', 'editor'), validateBody(createControlMappingSchema), ...)",WRAPPED_VERIFIED,NONE,"router.post('/', authorize('admin', 'editor'), validateBody(createControlMappingSchema), asyncHandler(controlMappingsController.createMapping.bind(controlMappingsController)));",2026-05-29T20:30:00Z,session12_subagent_5,session12,ee2be78acef8d7999dcc0537f9038314682372aa8c240715f3c08ebe1d97c67e
102,server/src/routes/controlMappings.ts,15,"router.patch('/:mappingId', authorize('admin', 'editor'), validateBody(updateControlMappingSchema), ...)",WRAPPED_VERIFIED,NONE,"router.patch('/:mappingId', authorize('admin', 'editor'), validateBody(updateControlMappingSchema), asyncHandler(controlMappingsController.updateMapping.bind(controlMappingsController)));",2026-05-29T20:30:00Z,session12_subagent_5,session12,ee2be78acef8d7999dcc0537f9038314682372aa8c240715f3c08ebe1d97c67e
103,server/src/routes/aiRmf.ts,6,"import { validateBody } from '../middleware/validate';",SCHEMA_IMPORT,NONE,"import { validateBody } from '../middleware/validate';",2026-05-29T20:30:00Z,session12_subagent_5,session12,c4a4fd7678934ef6a18d4bb13d5bc7bcc3e9ce815e028d44e57f0252a54c9368
104,server/src/routes/aiRmf.ts,19,"router.post('/systems', authorize('admin', 'editor'), validateBody(createAISystemSchema), ...)",WRAPPED_VERIFIED,NONE,"router.post('/systems', authorize('admin', 'editor'), validateBody(createAISystemSchema), asyncHandler(aiRmfController.createAISystem.bind(aiRmfController)));",2026-05-29T20:30:00Z,session12_subagent_5,session12,c4a4fd7678934ef6a18d4bb13d5bc7bcc3e9ce815e028d44e57f0252a54c9368
105,server/src/routes/aiRmf.ts,22,"router.patch('/systems/:id', authorize('admin', 'editor'), validateBody(updateAISystemSchema), ...)",WRAPPED_VERIFIED,NONE,"router.patch('/systems/:id', authorize('admin', 'editor'), validateBody(updateAISystemSchema), asyncHandler(aiRmfController.updateAISystem.bind(aiRmfController)));",2026-05-29T20:30:00Z,session12_subagent_5,session12,c4a4fd7678934ef6a18d4bb13d5bc7bcc3e9ce815e028d44e57f0252a54c9368
106,server/src/routes/soc2.ts,14,"import { validateBody, validateQuery } from '../middleware/validate';",SCHEMA_IMPORT,NONE,"import { validateBody, validateQuery } from '../middleware/validate';",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
107,server/src/routes/soc2.ts,54,"validateBody(createEngagementSchema) on POST /engagements",WRAPPED_VERIFIED,NONE,"router.post('/engagements', authorize('admin', 'compliance_admin'), validateBody(createEngagementSchema), authAsyncHandler(...))",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
108,server/src/routes/soc2.ts,68,"validateBody(updateEngagementSchema) on PATCH /engagements/:id",WRAPPED_VERIFIED,NONE,"router.patch('/engagements/:id', authorize('admin', 'compliance_admin'), validateBody(updateEngagementSchema), authAsyncHandler(...))",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
109,server/src/routes/soc2.ts,82,"validateQuery(engagementsQuerySchema) on GET /engagements",VALIDATOR_USAGE_OK,NONE,"router.get('/engagements', validateQuery(engagementsQuerySchema), authAsyncHandler(...)) — GET not mutating, validation present",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
110,server/src/routes/soc2.ts,116,"validateBody(upsertControlSchema) on POST /controls",WRAPPED_VERIFIED,NONE,"router.post('/controls', authorize('admin', 'compliance_admin'), validateBody(upsertControlSchema), authAsyncHandler(...))",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
111,server/src/routes/soc2.ts,130,"validateBody(patchControlSchema) on PATCH /controls/:id",WRAPPED_VERIFIED,NONE,"router.patch('/controls/:id', authorize('admin', 'control_owner'), validateBody(patchControlSchema), authAsyncHandler(...))",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
112,server/src/routes/soc2.ts,163,"validateBody(testControlSchema) on POST /controls/:id/test",WRAPPED_VERIFIED,NONE,"router.post('/controls/:id/test', authorize('admin', 'compliance_admin', 'auditor'), validateBody(testControlSchema), authAsyncHandler(...))",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
113,server/src/routes/soc2.ts,184,"validateQuery(controlsQuerySchema) on GET /controls",VALIDATOR_USAGE_OK,NONE,"router.get('/controls', validateQuery(controlsQuerySchema), authAsyncHandler(...)) — GET not mutating, validation present",2026-05-29T20:30:00Z,session12_subagent_5,session12,218667b6bc2ab6743908bd691f349596500c0b0005d64b485a59d499d10f963d
