site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
76,server/src/routes/incidents.ts,210,validateBody(createIncidentSchema),WRAPPED_VERIFIED,N/A,"router.post('/', authorize('admin','editor'), validateBody(createIncidentSchema), asyncHandler(...)) — POST /incidents protected by Joi schema",2026-05-29T20:30:00Z,session12_subagent_4,session12,c719716dcc8819b8a74320cb488606dcfaa0ca90be0494f4ea25fd20fc4a1203
77,server/src/routes/incidents.ts,271,validateBody(updateIncidentSchema),WRAPPED_VERIFIED,N/A,"router.patch('/:id', authorize('admin','editor'), validateBody(updateIncidentSchema), asyncHandler(...)) — PATCH /incidents/:id validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,c719716dcc8819b8a74320cb488606dcfaa0ca90be0494f4ea25fd20fc4a1203
78,server/src/routes/incidents.ts,417,validateBody(createTimelineEntrySchema),WRAPPED_VERIFIED,N/A,"router.post('/:id/timeline', validateBody(createTimelineEntrySchema), asyncHandler(...)) — POST timeline entry validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,c719716dcc8819b8a74320cb488606dcfaa0ca90be0494f4ea25fd20fc4a1203
79,server/src/routes/incidents.ts,455,validateBody(createIncidentTaskSchema),WRAPPED_VERIFIED,N/A,"router.post('/:id/tasks', validateBody(createIncidentTaskSchema), asyncHandler(...)) — POST task validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,c719716dcc8819b8a74320cb488606dcfaa0ca90be0494f4ea25fd20fc4a1203
80,server/src/routes/incidents.ts,494,validateBody(updateIncidentTaskSchema),WRAPPED_VERIFIED,N/A,"router.patch('/:id/tasks/:taskId', validateBody(updateIncidentTaskSchema), asyncHandler(...)) — PATCH task validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,c719716dcc8819b8a74320cb488606dcfaa0ca90be0494f4ea25fd20fc4a1203
81,server/src/routes/integrations.ts,9,import { validateBody } from '../middleware/validate';,SCHEMA_IMPORT,N/A,"import { validateBody } from '../middleware/validate'; — middleware import",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
82,server/src/routes/integrations.ts,106,validateBody(postSlackMessageSchema),WRAPPED_VERIFIED,N/A,"router.post('/slack/message', authenticate, authorize(...), validateBody(postSlackMessageSchema), ...) — Slack post validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
83,server/src/routes/integrations.ts,141,validateBody(createJiraIssueSchema),WRAPPED_VERIFIED,N/A,"router.post('/jira/issue', authenticate, authorize(...), validateBody(createJiraIssueSchema), ...) — Jira issue validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
84,server/src/routes/integrations.ts,160,validateBody(connectAWSSchema),WRAPPED_VERIFIED,N/A,"router.post('/aws/connect', authenticate, authorize('admin'), validateBody(connectAWSSchema), ...) — AWS connect validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
85,server/src/routes/integrations.ts,186,validateBody(connectAzureSchema),WRAPPED_VERIFIED,N/A,"router.post('/azure/connect', authenticate, authorize('admin'), validateBody(connectAzureSchema), ...) — Azure connect validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
86,server/src/routes/integrations.ts,278,validateBody(collectEvidenceSchema),WRAPPED_VERIFIED,N/A,"router.post('/:provider/evidence', authenticate, authorize(...), validateBody(collectEvidenceSchema), ...) — evidence collection validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
87,server/src/routes/integrations.ts,321,validateBody(connectProviderSchema),WRAPPED_VERIFIED,N/A,"router.post('/:provider/connect', authenticate, authorize(...), enforceLimit(...), validateBody(connectProviderSchema), ...) — generic connect validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
88,server/src/routes/integrations.ts,338,validateBody(syncProviderSchema),WRAPPED_VERIFIED,N/A,"router.post('/:provider/sync', authenticate, authorize(...), validateBody(syncProviderSchema), ...) — provider sync validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,a08333f33530e724e9ee9715d0d7d81bab3b3b29f842786c36eee1bd2ea2a758
89,server/src/routes/maturity.ts,10,import { validateBody } from '../middleware/validate';,SCHEMA_IMPORT,N/A,"import { validateBody } from '../middleware/validate'; — middleware import",2026-05-29T20:30:00Z,session12_subagent_4,session12,da8cc282308262a26ca35a6336ac9a0626b319375105a0b438f47a183bf5e5e4
90,server/src/routes/maturity.ts,204,validateBody(createMaturityAssessmentSchema),WRAPPED_VERIFIED,N/A,"router.post('/assessments', authorize('admin','editor'), validateBody(createMaturityAssessmentSchema), ...) — POST assessment validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,da8cc282308262a26ca35a6336ac9a0626b319375105a0b438f47a183bf5e5e4
91,server/src/routes/maturity.ts,275,validateBody(generateMaturityRecommendationsSchema),WRAPPED_VERIFIED,N/A,"router.post('/assessments/:id/recommendations', authorize('admin','editor'), validateBody(generateMaturityRecommendationsSchema), ...) — recommendations validated",2026-05-29T20:30:00Z,session12_subagent_4,session12,da8cc282308262a26ca35a6336ac9a0626b319375105a0b438f47a183bf5e5e4
