site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
26,server/src/routes/privacy.ts,1922,"router.post('/ai-transparency', authorize, asyncHandler)",GAP_LOW,LOW,"prisma.aITransparencyNotice.create with body fields; no Idempotency-Key handling; repeat POST creates duplicate notices",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
27,server/src/routes/privacy.ts,1960,"router.patch('/ai-transparency/:id', authorize, asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"PATCH by :id with pick(req.body) then prisma.update where id=req.params.id; replays converge to same state",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
28,server/src/routes/privacy.ts,1999,"router.post('/ai-transparency/:id/publish', authorize, asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"Sets status: 'Published' on a specific :id; replays converge to same Published state (effectiveDate overwritten each call is acceptable for state transition)",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
29,server/src/routes/privacy.ts,2065,"router.post('/jit-notices', authorize, asyncHandler)",GAP_LOW,LOW,"prisma.jITPrivacyNotice.create with body fields; no Idempotency-Key header check; replay creates duplicates",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
30,server/src/routes/privacy.ts,2107,"router.patch('/jit-notices/:id', authorize, asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"PATCH by :id with pick(req.body) then prisma.update; converges to same state on replay",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
31,server/src/routes/privacy.ts,2143,"router.post('/jit-notices/:id/impression', asyncHandler)",NOT_SIDE_EFFECT,NONE,"data: { impressions: { increment: 1 } } — analytics counter where each call MUST be counted; intentionally non-idempotent by spec",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
32,server/src/routes/privacy.ts,2170,"router.post('/jit-notices/:id/accept', asyncHandler)",NOT_SIDE_EFFECT,NONE,"data: { acceptances: { increment: 1 } } — analytics counter; each call must increment; intentionally non-idempotent",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
33,server/src/routes/privacy.ts,2197,"router.post('/jit-notices/:id/dismiss', asyncHandler)",NOT_SIDE_EFFECT,NONE,"data: { dismissals: { increment: 1 } } — analytics counter; each call must increment; intentionally non-idempotent",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
34,server/src/routes/privacy.ts,2248,"router.post('/notices', asyncHandler)",GAP_LOW,LOW,"prisma.jITPrivacyNotice.create({ data: { ...req.body, organizationId: orgId } }); no idempotency key; duplicate POSTs create duplicate notices",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
35,server/src/routes/privacy.ts,2268,"router.patch('/notices/:id', asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"PATCH by :id with data: req.body then prisma.update; replays converge to same state",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
36,server/src/routes/privacy.ts,2282,"router.delete('/notices/:id', asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"DELETE by :id with prior findFirst; replays return 404 after first success but state converges (resource gone) — idempotent per RFC 7231",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
37,server/src/routes/privacy.ts,2293,"router.post('/notices/:id/impression', asyncHandler)",NOT_SIDE_EFFECT,NONE,"data: { impressions: { increment: 1 } } — analytics counter; intentionally non-idempotent (must count each impression)",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
38,server/src/routes/privacy.ts,2307,"router.post('/notices/:id/accept', asyncHandler)",NOT_SIDE_EFFECT,NONE,"data: { acceptances: { increment: 1 } } — analytics counter; intentionally non-idempotent",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
39,server/src/routes/privacy.ts,2321,"router.post('/notices/:id/dismiss', asyncHandler)",NOT_SIDE_EFFECT,NONE,"data: { dismissals: { increment: 1 } } — analytics counter; intentionally non-idempotent",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
40,server/src/routes/privacy.ts,2380,"router.post('/child-consent/verify-age', asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"prisma.consentRecord.update where id=consentRecordId (target-keyed by client-supplied ID); replays converge to same record state with same dataSubjectAge/isMinor flags",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
41,server/src/routes/privacy.ts,2434,"router.post('/child-consent/parental-consent', asyncHandler)",IDEMPOTENT_BY_DESIGN,NONE,"prisma.consentRecord.update where id=consentRecordId setting parentalConsentGiven: true; replays converge to same true state (parentalConsentDate overwrite acceptable)",2026-05-29T20:30:00Z,session12_subagent_20,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
42,server/src/routes/acos.ts,107,"router.post('/goals', requireAcosFeature, authorize, validateBody(createGoalSchema), asyncHandler(acosController.createGoal))",GAP_LOW,LOW,"CREATE goal handler; no Idempotency-Key header in route or schema; duplicate POSTs would create duplicate goals (not billing/payment)",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
43,server/src/routes/acos.ts,110,"router.patch('/goals/:goalId', requireAcosFeature, authorize, validateBody(updateGoalSchema), asyncHandler(acosController.updateGoal))",IDEMPOTENT_BY_DESIGN,NONE,"PATCH by :goalId — target-keyed update; replays converge to same state",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
44,server/src/routes/acos.ts,111,"router.delete('/goals/:goalId', requireAcosFeature, authorize, asyncHandler(acosController.deleteGoal))",IDEMPOTENT_BY_DESIGN,NONE,"DELETE by :goalId — RFC 7231 idempotent; replays converge to deleted state",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
45,server/src/routes/acos.ts,112,"router.post('/goals/:goalId/restore', requireAcosFeature, authorize, asyncHandler(acosController.restoreGoal))",IDEMPOTENT_BY_DESIGN,NONE,"State-transition by :goalId (un-delete/restore) — replays converge to the restored state",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
46,server/src/routes/acos.ts,115,"router.post('/control-loops', requireAcosFeature, authorize, validateBody(createControlLoopSchema), asyncHandler(acosController.createControlLoop))",GAP_LOW,LOW,"CREATE control loop handler; no Idempotency-Key header support; replays create duplicates (not billing/payment)",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
47,server/src/routes/acos.ts,118,"router.post('/control-loops/:loopId/execute', requireAcosFeature, authorize, asyncHandler(acosController.executeControlLoop))",GAP_LOW,LOW,"Execute action on :loopId — typically creates an execution record per invocation; without Idempotency-Key header, accidental duplicate executions cannot be deduped; not billing/payment so LOW",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
48,server/src/routes/acos.ts,119,"router.post('/control-loops/:loopId/pause', requireAcosFeature, authorize, asyncHandler(acosController.pauseControlLoop))",IDEMPOTENT_BY_DESIGN,NONE,"State transition on :loopId to 'paused'; pausing an already-paused loop is no-op; replays converge",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
49,server/src/routes/acos.ts,120,"router.post('/control-loops/:loopId/resume', requireAcosFeature, authorize, asyncHandler(acosController.resumeControlLoop))",IDEMPOTENT_BY_DESIGN,NONE,"State transition on :loopId to 'running'; resuming an already-running loop is no-op; replays converge",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
50,server/src/routes/acos.ts,121,"router.patch('/control-loops/:loopId', requireAcosFeature, authorize, validateBody(updateControlLoopSchema), asyncHandler(acosController.updateControlLoop))",IDEMPOTENT_BY_DESIGN,NONE,"PATCH by :loopId — target-keyed update; replays converge to same state",2026-05-29T20:30:00Z,session12_subagent_20,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
