site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
51,./server/src/controllers/demoController.ts,816,prisma.webhook.findMany,SYSTEM_LEVEL_NO_ORG,NONE,"where: { enabled: true, events: { has: 'demo.request.status_changed' } } — intentional cross-tenant fanout; each result row carries its own webhook.organizationId used in dispatchEvent call",2026-05-29T20:30:00Z,session12_subagent_8,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
52,./server/src/controllers/demoController.ts,856,prisma.webhook.findMany,SYSTEM_LEVEL_NO_ORG,NONE,"where: { enabled: true, events: { has: 'demo.request.scheduled' } } — intentional cross-tenant fanout for demo scheduled event; each webhook row carries its own organizationId",2026-05-29T20:30:00Z,session12_subagent_8,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
53,./server/src/controllers/demoController.ts,898,prisma.webhook.findMany,SYSTEM_LEVEL_NO_ORG,NONE,"where: { enabled: true, events: { has: 'demo.request.converted' } } — intentional cross-tenant fanout for demo converted event",2026-05-29T20:30:00Z,session12_subagent_8,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
54,./server/src/controllers/evidenceVersioningController.ts,115,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,NONE,"include: { framework: true } then guard: if (!control || control.framework.organizationId !== organizationId) throw new AppError('Control not found', 404)",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
55,./server/src/controllers/evidenceVersioningController.ts,125,prisma.evidenceVersion.findFirst,ORG_VERIFIED_PRIOR,NONE,"where: { controlId } — preceded at line 115-122 by frameworkControl.findFirst + control.framework.organizationId !== organizationId guard",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
56,./server/src/controllers/evidenceVersioningController.ts,186,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,NONE,"include: { framework: true } then guard: if (!control || control.framework.organizationId !== organizationId) throw new AppError('Control not found', 404)",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
57,./server/src/controllers/evidenceVersioningController.ts,196,prisma.evidenceVersion.findFirst,ORG_VERIFIED_PRIOR,NONE,"where: { id: versionId, controlId } — preceded at line 186-193 by frameworkControl ownership check",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
58,./server/src/controllers/evidenceVersioningController.ts,22,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,NONE,"include: { framework: true } then guard at line 27: if (!control || control.framework.organizationId !== organizationId) throw new AppError('Control not found', 404)",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
59,./server/src/controllers/evidenceVersioningController.ts,252,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,NONE,"include: { framework: true } then guard at line 257: if (!control || control.framework.organizationId !== organizationId) throw new AppError('Control not found', 404)",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
60,./server/src/controllers/evidenceVersioningController.ts,262,prisma.evidenceVersion.findFirst,ORG_VERIFIED_PRIOR,NONE,"where: { id: versionId, controlId } — preceded at line 252-259 by frameworkControl ownership check",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
61,./server/src/controllers/evidenceVersioningController.ts,32,prisma.evidenceVersion.findMany,ORG_VERIFIED_PRIOR,NONE,"where: { controlId } — preceded at line 22-29 by frameworkControl ownership check (control.framework.organizationId !== organizationId)",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
62,./server/src/controllers/evidenceVersioningController.ts,65,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,NONE,"include: { framework: true } then guard at line 70: if (!control || control.framework.organizationId !== organizationId) throw new AppError('Control not found', 404)",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
63,./server/src/controllers/evidenceVersioningController.ts,74,prisma.evidenceVersion.findFirst,ORG_VERIFIED_PRIOR,NONE,"where: { id: versionId, controlId } — preceded at line 65-72 by frameworkControl ownership check",2026-05-29T20:30:00Z,session12_subagent_8,session12,2159c2501481380bc9f18f66217fa9621cf09cf511d7c5ae8d68a81e0afc7c03
