site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
51,server/src/controllers/acosController.ts,3016,jitAccessService.approveAccess(...),AUDIT_LOGGED,NONE,"prisma.auditLog.create at line 3022 in same handler with action 'jit.access_approved'",2026-05-29T20:30:00Z,session12_subagent_16,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
52,server/src/controllers/acosController.ts,3024,action: 'jit.access_approved',AUDIT_LOGGED,NONE,"This line IS the audit log call inside prisma.auditLog.create at 3022",2026-05-29T20:30:00Z,session12_subagent_16,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
53,server/src/controllers/acosController.ts,3037,throw new AppError(...500),AUDIT_LOGGED,NONE,"Catch in approveJITAccessRequest handler which has audit log at 3022",2026-05-29T20:30:00Z,session12_subagent_16,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
54,server/src/controllers/acosController.ts,3048,if (authReq.user!.role !== 'admin'),GAP_MEDIUM,MEDIUM,"denyJITAccessRequest admin gate (lines 3041-3067) calls jitAccessService.denyAccess but has no prisma.auditLog.create or auditLogService.log — denial is a privileged admin action",2026-05-29T20:30:00Z,session12_subagent_16,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
55,server/src/controllers/acosController.ts,3225,export default new ACOSController();,NOT_PRIVILEGED_ACTION,NONE,"Module export — not a privileged action",2026-05-29T20:30:00Z,session12_subagent_16,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
56,server/src/controllers/securityController.ts,1362,export default new SecurityController();,NOT_PRIVILEGED_ACTION,NONE,"Module export — not a privileged action",2026-05-29T20:30:00Z,session12_subagent_16,session12,19838837a6c6b96d6f7c306da1ffe755544630de7e497bb169b171aefda8dcc0
57,server/src/controllers/controlMappingsController.ts,323,exportMappings: RequestHandler = async,EXPORT_DEFAULT,NONE,"Function declaration line for exportMappings handler — audit log at line 390 in same function",2026-05-29T20:30:00Z,session12_subagent_16,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
58,server/src/controllers/controlMappingsController.ts,392,action: 'control_mappings.exported',AUDIT_LOGGED,NONE,"This line IS inside prisma.auditLog.create at line 390 — data export with userId/organizationId/details",2026-05-29T20:30:00Z,session12_subagent_16,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
59,server/src/controllers/controlMappingsController.ts,408,throw new AppError('Failed to export mappings'...),AUDIT_LOGGED,NONE,"Catch in exportMappings handler which has audit log at 390",2026-05-29T20:30:00Z,session12_subagent_16,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
60,server/src/controllers/controlMappingsController.ts,413,export default new ControlMappingsController();,NOT_PRIVILEGED_ACTION,NONE,"Module export — not a privileged action",2026-05-29T20:30:00Z,session12_subagent_16,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
61,server/src/controllers/webhookController.ts,323,"revokedAt: null,",NOT_PRIVILEGED_ACTION,NONE,"Filter clause inside getApiKeys findMany — read-only listing of org's own API keys is not a privileged audit-worthy action",2026-05-29T20:30:00Z,session12_subagent_16,session12,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
62,server/src/controllers/webhookController.ts,406,revokeApiKey: RequestHandler = async,AUDIT_LOGGED,NONE,"revokeApiKey handler (lines 406-440) contains prisma.auditLog.create at line 420 with action 'api_key.revoked'",2026-05-29T20:30:00Z,session12_subagent_16,session12,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
63,server/src/controllers/webhookController.ts,417,"data: { revokedAt: new Date() },",AUDIT_LOGGED,NONE,"Update payload in revokeApiKey — same handler has audit log at line 420",2026-05-29T20:30:00Z,session12_subagent_16,session12,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
64,server/src/controllers/webhookController.ts,422,action: 'api_key.revoked',AUDIT_LOGGED,NONE,"This line IS inside prisma.auditLog.create at line 420",2026-05-29T20:30:00Z,session12_subagent_16,session12,c3bc42016e19024a1a9001f461eae6e544f93c2ba44da8e01e2197632c160c4b
