site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
1,server/src/routes/privacy.ts,9,import validateBody,SCHEMA_IMPORT,N/A,"import { validateBody } from '../middleware/validate';",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
2,server/src/routes/privacy.ts,214,validateBody(createDSARSchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(createDSARSchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
3,server/src/routes/privacy.ts,288,validateBody(updateDSARSchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(updateDSARSchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
4,server/src/routes/privacy.ts,472,validateBody(createConsentRecordSchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(createConsentRecordSchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
5,server/src/routes/privacy.ts,511,validateBody(updateConsentRecordSchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(updateConsentRecordSchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
6,server/src/routes/privacy.ts,704,validateBody(upsertConsentPreferenceSchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(upsertConsentPreferenceSchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
7,server/src/routes/privacy.ts,794,validateBody(createRetentionPolicySchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(createRetentionPolicySchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
8,server/src/routes/privacy.ts,830,validateBody(updateRetentionPolicySchema),VALIDATOR_USAGE_OK,N/A,"  validateBody(updateRetentionPolicySchema),",2026-05-29T20:30:00Z,session12_subagent_1,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
9,server/src/routes/acos.ts,4,import validateBody,SCHEMA_IMPORT,N/A,"import { validateBody, validateMultipartBody, validateParams } from '../middleware/validate';",2026-05-29T20:30:00Z,session12_subagent_1,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
10,server/src/routes/acos.ts,107,POST /goals validateBody(createGoalSchema),WRAPPED_VERIFIED,N/A,"router.post('/goals', ...requireAcosFeature('acosGoals'), authorize('admin', 'editor'), validateBody(createGoalSchema), asyncHandler(acosController.createGoal));",2026-05-29T20:30:00Z,session12_subagent_1,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
11,server/src/routes/acos.ts,110,PATCH /goals/:goalId validateBody(updateGoalSchema),WRAPPED_VERIFIED,N/A,"router.patch('/goals/:goalId', ...requireAcosFeature('acosGoals'), authorize('admin', 'editor'), validateBody(updateGoalSchema), asyncHandler(acosController.updateGoal));",2026-05-29T20:30:00Z,session12_subagent_1,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
12,server/src/routes/acos.ts,115,POST /control-loops validateBody(createControlLoopSchema),WRAPPED_VERIFIED,N/A,"router.post('/control-loops', ...requireAcosFeature('acosControlLoops'), authorize('admin', 'editor'), validateBody(createControlLoopSchema), asyncHandler(acosController.createControlLoop));",2026-05-29T20:30:00Z,session12_subagent_1,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
13,server/src/routes/acos.ts,121,PATCH /control-loops/:loopId validateBody(updateControlLoopSchema),WRAPPED_VERIFIED,N/A,"router.patch('/control-loops/:loopId', ...requireAcosFeature('acosControlLoops'), authorize('admin', 'editor'), validateBody(updateControlLoopSchema), asyncHandler(acosController.updateControlLoop));",2026-05-29T20:30:00Z,session12_subagent_1,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
14,server/src/routes/acos.ts,125,POST /agentic/estimate-blast-radius validateBody(estimateBlastRadiusSchema),WRAPPED_VERIFIED,N/A,"router.post('/agentic/estimate-blast-radius', ...requireAcosFeature('acosAgenticActions'), authorize('admin', 'editor'), validateBody(estimateBlastRadiusSchema), asyncHandler(acosController.estimateBlastRadius));",2026-05-29T20:30:00Z,session12_subagent_1,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
