site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
1,server/src/routes/privacy.ts,211,router.post '/dsar',NOT_SIDE_EFFECT,N/A,"POST /dsar — creates DSARRequest (internal compliance record); no external side effect; CRUD on org-scoped resource",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
2,server/src/routes/privacy.ts,285,router.patch '/dsar/:id',NOT_SIDE_EFFECT,N/A,"PATCH /dsar/:id — updates internal DSAR record; pure CRUD on org-owned resource; no external side effects",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
3,server/src/routes/privacy.ts,338,router.post '/dsar/:id/verify-identity',NOT_SIDE_EFFECT,N/A,"POST /dsar/:id/verify-identity — flips identityVerified flag on DSAR; internal state change on org-owned record",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
4,server/src/routes/privacy.ts,383,router.post '/dsar/:id/complete',NOT_SIDE_EFFECT,N/A,"POST /dsar/:id/complete — sets status='Completed' on internal DSAR; no external integration triggered",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
5,server/src/routes/privacy.ts,469,router.post '/consent',NOT_SIDE_EFFECT,N/A,"POST /consent — creates ConsentRecord (internal log); no external notification/billing side effect",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
6,server/src/routes/privacy.ts,508,router.patch '/consent/:id',NOT_SIDE_EFFECT,N/A,"PATCH /consent/:id — updates internal consent record fields; ownership check via findFirst+organizationId",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
7,server/src/routes/privacy.ts,701,router.put '/consent/preferences/:dataSubjectId',IDEMPOTENT_BY_DESIGN,N/A,"prisma.consentPreference.upsert({ where: { organizationId_dataSubjectId: { organizationId, dataSubjectId } } }) — keyed on deterministic composite ID; safe to retry",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
8,server/src/routes/privacy.ts,791,router.post '/retention',NOT_SIDE_EFFECT,N/A,"POST /retention — creates RetentionPolicy (internal config record); no external side effect",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
9,server/src/routes/privacy.ts,827,router.patch '/retention/:id',NOT_SIDE_EFFECT,N/A,"PATCH /retention/:id — updates retention policy fields; ownership-checked CRUD",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
10,server/src/routes/privacy.ts,867,router.delete '/retention/:id',NOT_SIDE_EFFECT,N/A,"DELETE /retention/:id — DELETE not a mutating POST with external side effects; idempotent by HTTP semantics (re-delete returns same state)",2026-05-29T20:30:00Z,session12_subagent_19,session12,b4fcf55c2493480cc610e5b777e9846359513a1d320d8a6f07c581be0b1c87bb
