site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
51,server/src/routes/acos.ts,285,"router.post('/swarm-tasks/bulk', ..., validateBody(bulkSubmitSwarmTasksSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(bulkSubmitSwarmTasksSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
52,server/src/routes/acos.ts,310,"router.post('/compliance-debts', ..., validateBody(trackComplianceDebtSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(trackComplianceDebtSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
53,server/src/routes/acos.ts,311,"router.post('/compliance-debts/calculate-from-gap', ..., validateBody(calculateDebtFromGapSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(calculateDebtFromGapSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
54,server/src/routes/acos.ts,315,"router.post('/change-impacts/forecast', ..., validateBody(forecastChangeImpactSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(forecastChangeImpactSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
55,server/src/routes/acos.ts,319,"router.post('/neuro-symbolic/hybrid-reasoning', ..., validateBody(hybridReasoningSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(hybridReasoningSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
56,server/src/routes/acos.ts,327,"router.post('/homomorphic/keys/generate', ..., validateBody(generateHomomorphicKeysSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(generateHomomorphicKeysSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
57,server/src/routes/acos.ts,328,"router.post('/homomorphic/encrypt', ..., validateBody(encryptDataSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(encryptDataSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
58,server/src/routes/acos.ts,329,"router.post('/homomorphic/decrypt', ..., validateBody(decryptDataSchema), ...)",WRAPPED_VERIFIED,N/A,"validateBody(decryptDataSchema) present on POST route",2026-05-29T20:30:00Z,session12_subagent_3,session12,3ee10e1ea4e2cfe82f69c507c9fdf44a57fc8c95ee860ff7ad5713d1f182de5d
59,server/src/routes/dpo.ts,11,"import { validateBody } from '../middleware/validate';",SCHEMA_IMPORT,N/A,"import of validateBody from middleware/validate",2026-05-29T20:30:00Z,session12_subagent_3,session12,6d104699470646c27a8698d8abc8979b64bbecb38efddec53614856614cb915a
60,server/src/routes/dpo.ts,68,"validateBody(createDPOProfileSchema),",WRAPPED_VERIFIED,N/A,"router.post('/profile', validateBody(createDPOProfileSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,6d104699470646c27a8698d8abc8979b64bbecb38efddec53614856614cb915a
61,server/src/routes/dpo.ts,118,"validateBody(updateDPOProfileSchema),",WRAPPED_VERIFIED,N/A,"router.patch('/profile', validateBody(updateDPOProfileSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,6d104699470646c27a8698d8abc8979b64bbecb38efddec53614856614cb915a
62,server/src/routes/dpo.ts,233,"validateBody(createDPOTaskSchema),",WRAPPED_VERIFIED,N/A,"router.post('/tasks', validateBody(createDPOTaskSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,6d104699470646c27a8698d8abc8979b64bbecb38efddec53614856614cb915a
63,server/src/routes/dpo.ts,286,"validateBody(updateDPOTaskSchema),",WRAPPED_VERIFIED,N/A,"router.patch('/tasks/:index', validateBody(updateDPOTaskSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,6d104699470646c27a8698d8abc8979b64bbecb38efddec53614856614cb915a
64,server/src/routes/dpo.ts,420,"validateBody(recordDPOActivitySchema),",WRAPPED_VERIFIED,N/A,"router.post('/activity-log', validateBody(recordDPOActivitySchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,6d104699470646c27a8698d8abc8979b64bbecb38efddec53614856614cb915a
65,server/src/routes/hipaa.ts,16,"import { validateBody, validateQuery } from '../middleware/validate';",SCHEMA_IMPORT,N/A,"import of validateBody and validateQuery from middleware/validate",2026-05-29T20:30:00Z,session12_subagent_3,session12,d94a5678deb1f2f70157a74b9f32e3b58544db03150997801578e89b364abc23
66,server/src/routes/hipaa.ts,48,"validateBody(createPHIRecordSchema),",WRAPPED_VERIFIED,N/A,"router.post('/phi-records', authorize(...), validateBody(createPHIRecordSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,d94a5678deb1f2f70157a74b9f32e3b58544db03150997801578e89b364abc23
67,server/src/routes/hipaa.ts,61,"validateQuery(phiRecordsQuerySchema),",VALIDATOR_USAGE_OK,N/A,"router.get('/phi-records', validateQuery(phiRecordsQuerySchema), ...) — query validation on read",2026-05-29T20:30:00Z,session12_subagent_3,session12,d94a5678deb1f2f70157a74b9f32e3b58544db03150997801578e89b364abc23
68,server/src/routes/hipaa.ts,84,"validateBody(grantPHIAccessSchema),",WRAPPED_VERIFIED,N/A,"router.post('/access-grants', authorize(...), validateBody(grantPHIAccessSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,d94a5678deb1f2f70157a74b9f32e3b58544db03150997801578e89b364abc23
69,server/src/routes/hipaa.ts,98,"validateBody(revokePHIAccessSchema),",WRAPPED_VERIFIED,N/A,"router.delete('/access-grants/:grantId', authorize(...), validateBody(revokePHIAccessSchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,d94a5678deb1f2f70157a74b9f32e3b58544db03150997801578e89b364abc23
70,server/src/routes/hipaa.ts,124,"validateBody(createBAASchema),",WRAPPED_VERIFIED,N/A,"router.post('/baas', authorize(...), validateBody(createBAASchema), ...)",2026-05-29T20:30:00Z,session12_subagent_3,session12,d94a5678deb1f2f70157a74b9f32e3b58544db03150997801578e89b364abc23
