site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
26,server/src/controllers/billingController.ts,772,prisma.organization.findUnique,ORG_IN_WHERE,N/A,"const org = await prisma.organization.findUnique({ where: { id: organizationId }, select: { plan: true } });",2026-05-29T20:30:00Z,session12_subagent_7,session12,a5be9d45e8917974f10cd35d68f25fad7dedb8213f6c39c1fa15094eb8ad7e2b
27,server/src/controllers/controlMappingsController.ts,104,prisma.controlMapping.findMany,ORG_IN_WHERE,N/A,"where: { AND: [ { sourceControl: { framework: { organizationId } } }, { targetControl: { framework: { organizationId } } } ] }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
28,server/src/controllers/controlMappingsController.ts,143,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,N/A,"const control = await prisma.frameworkControl.findFirst({ where: { id: controlId }, include: { framework: true } }); if (!control || control.framework.organizationId !== organizationId) { throw new AppError('Control not found', 404); }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
29,server/src/controllers/controlMappingsController.ts,153,prisma.controlMapping.findMany,ORG_VERIFIED_PRIOR,N/A,"// Verify control exists and belongs to organization (line 143-150) THEN: prisma.controlMapping.findMany({ where: { OR: [ { sourceControlId: controlId }, { targetControlId: controlId } ] } })",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
30,server/src/controllers/controlMappingsController.ts,204,prisma.controlMapping.findUnique,ORG_VERIFIED_PRIOR,N/A,"const existingMapping = await prisma.controlMapping.findUnique({ where: { id: mappingId }, include: { sourceControl: { include: { framework: true } }, targetControl: { include: { framework: true } } } }); ... if (existingMapping.sourceControl.framework.organizationId !== organizationId || existingMapping.targetControl.framework.organizationId !== organizationId) { throw new AppError('Unauthorized', 403); }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
31,server/src/controllers/controlMappingsController.ts,273,prisma.controlMapping.findUnique,ORG_VERIFIED_PRIOR,N/A,"const mapping = await prisma.controlMapping.findUnique({ where: { id: mappingId }, include: ... }); if (mapping.sourceControl.framework.organizationId !== organizationId || mapping.targetControl.framework.organizationId !== organizationId) { throw new AppError('Unauthorized', 403); }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
32,server/src/controllers/controlMappingsController.ts,27,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,N/A,"prisma.frameworkControl.findFirst({ where: { id: sourceControlId }, include: { framework: true } }) THEN: if (!sourceControl || sourceControl.framework.organizationId !== organizationId) { throw new AppError('Source control not found', 404); }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
33,server/src/controllers/controlMappingsController.ts,31,prisma.frameworkControl.findFirst,ORG_VERIFIED_PRIOR,N/A,"prisma.frameworkControl.findFirst({ where: { id: targetControlId }, include: { framework: true } }) THEN: if (!targetControl || targetControl.framework.organizationId !== organizationId) { throw new AppError('Target control not found', 404); }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
34,server/src/controllers/controlMappingsController.ts,329,prisma.controlMapping.findMany,ORG_IN_WHERE,N/A,"where: { OR: [ { sourceControl: { framework: { organizationId } } }, { targetControl: { framework: { organizationId } } } ] }",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
35,server/src/controllers/controlMappingsController.ts,46,prisma.controlMapping.findFirst,ORG_VERIFIED_PRIOR,N/A,"Lines 26-43 verify sourceControl.framework.organizationId === organizationId AND targetControl.framework.organizationId === organizationId BEFORE this duplicate-check findFirst (line 46)",2026-05-29T20:30:00Z,session12_subagent_7,session12,f9c029d1d01f6fd38e8464442c92a85e74ccd995a9c839ca79f8322687dac69a
36,server/src/controllers/demoController.ts,65,prisma.demoRequest.findFirst,NOT_USER_SCOPED,N/A,"Public submitDemoRequest endpoint (pre-signup lead capture). DemoRequest is CRM/lead data not tied to an organization. Dedup check by email+createdAt. The model has no organizationId column.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
37,server/src/controllers/demoController.ts,171,prisma.demoRequest.findMany,SYSTEM_LEVEL_NO_ORG,N/A,"routes/demo.ts:42-46 protects with authenticate + authorize('admin'). DemoRequest is global CRM/lead data; admin views all pre-signup leads by design.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
38,server/src/controllers/demoController.ts,177,prisma.demoRequest.count,SYSTEM_LEVEL_NO_ORG,N/A,"Paired pagination count on admin-only listing. Same authorize('admin') gate as findMany above.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
39,server/src/controllers/demoController.ts,201,prisma.demoRequest.findUnique,SYSTEM_LEVEL_NO_ORG,N/A,"routes/demo.ts:78-82 protects with authenticate + authorize('admin'). Admin-only single-record read on global CRM/lead table.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
40,server/src/controllers/demoController.ts,223,prisma.demoRequest.findUnique,SYSTEM_LEVEL_NO_ORG,N/A,"updateDemoRequest pre-fetch on admin-only PATCH/PUT routes (routes/demo.ts:90-108 with authorize('admin')).",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
41,server/src/controllers/demoController.ts,294,prisma.demoRequest.findUnique,SYSTEM_LEVEL_NO_ORG,N/A,"scheduleDemo pre-fetch on admin-only POST route (routes/demo.ts:116-121 with authorize('admin')).",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
42,server/src/controllers/demoController.ts,348,prisma.demoRequest.findUnique,SYSTEM_LEVEL_NO_ORG,N/A,"markAsConverted pre-fetch on admin-only POST route (routes/demo.ts:129-134 with authorize('admin')).",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
43,server/src/controllers/demoController.ts,411,prisma.demoRequest.groupBy,SYSTEM_LEVEL_NO_ORG,N/A,"getDemoStats groupBy on admin-only stats endpoint (routes/demo.ts:54-58 with authorize('admin')). Aggregates over global lead table.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
44,server/src/controllers/demoController.ts,418,prisma.demoRequest.groupBy,SYSTEM_LEVEL_NO_ORG,N/A,"getDemoStats tier groupBy under same admin gate as 411.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
45,server/src/controllers/demoController.ts,425,prisma.demoRequest.groupBy,SYSTEM_LEVEL_NO_ORG,N/A,"getDemoStats source groupBy under same admin gate as 411.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
46,server/src/controllers/demoController.ts,432,prisma.demoRequest.count,SYSTEM_LEVEL_NO_ORG,N/A,"getDemoStats total count under same admin gate as 411.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
47,server/src/controllers/demoController.ts,436,prisma.demoRequest.groupBy,SYSTEM_LEVEL_NO_ORG,N/A,"getDemoStats daily groupBy under same admin gate as 411.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
48,server/src/controllers/demoController.ts,482,prisma.demoRequest.findUnique,SYSTEM_LEVEL_NO_ORG,N/A,"deleteDemoRequest pre-fetch on admin-only DELETE route (routes/demo.ts:142-146 with authorize('admin')).",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
49,server/src/controllers/demoController.ts,717,prisma.webhook.findMany,SYSTEM_LEVEL_NO_ORG,N/A,"Cross-org event-fanout dispatcher: reads ALL webhooks subscribed to 'demo.request.welcome' across orgs (where: { enabled: true, events: { has: 'demo.request.welcome' } }). Then dispatches per webhook.organizationId — read is intentionally global to drive fanout. Subscription is org-scoped by webhook.organizationId column.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
50,server/src/controllers/demoController.ts,774,prisma.webhook.findMany,SYSTEM_LEVEL_NO_ORG,N/A,"Same fanout pattern as 717 for 'demo.request.new' event. Reads ALL enabled webhooks subscribed; dispatches per webhook.organizationId.",2026-05-29T20:30:00Z,session12_subagent_7,session12,73aeb1f5d6bad62f746e5a3c413816f6985ff9e13624a3ba40dcdc8a1393d6bc
