site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
1,./server/src/controllers/acosController.ts,2947,prisma.user.findUnique({where:{id:request.userId}}),ORG_VERIFIED_PRIOR,N/A,"parent requests from jitAccessService.getPendingAccessRequests(authReq.user!.organizationId) at line 2942",2026-05-29T20:30:00Z,session12_subagent_6,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
2,./server/src/controllers/acosController.ts,2983,prisma.user.findUnique({where:{id:request.userId}}),ORG_VERIFIED_PRIOR,N/A,"parent requests from jitAccessService.getAllAccessRequests(authReq.user!.organizationId, status) at line 2975-2978",2026-05-29T20:30:00Z,session12_subagent_6,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
3,./server/src/controllers/acosController.ts,2987,prisma.user.findUnique({where:{id:request.approvedBy}}),ORG_VERIFIED_PRIOR,N/A,"approver lookup in same org-scoped getAllAccessRequests enrichment loop at lines 2981-2997",2026-05-29T20:30:00Z,session12_subagent_6,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
4,./server/src/controllers/auditController.ts,158,prisma.auditLog.findMany({where:{organizationId,timestamp}}),ORG_IN_WHERE,N/A,"const where: any = { organizationId } at line 150; organizationId = authReq.user!.organizationId at line 147",2026-05-29T20:30:00Z,session12_subagent_6,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
5,./server/src/controllers/auditController.ts,221,prisma.auditLog.findMany({where:{organizationId,timestamp:{lt:cutoffDate}}}),ORG_IN_WHERE,N/A,"where: { organizationId, timestamp: { lt: cutoffDate } } at lines 222-225; organizationId = authReq.user!.organizationId at line 210",2026-05-29T20:30:00Z,session12_subagent_6,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
6,./server/src/controllers/auditController.ts,29,prisma.auditLog.findMany({where}),ORG_IN_WHERE,N/A,"where built at line 17: const where: any = { organizationId }; organizationId = authReq.user!.organizationId at line 13",2026-05-29T20:30:00Z,session12_subagent_6,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
7,./server/src/controllers/auditController.ts,44,prisma.auditLog.count({where}),ORG_IN_WHERE,N/A,"same where as line 29 with organizationId from authReq.user!.organizationId",2026-05-29T20:30:00Z,session12_subagent_6,session12,7a107c83deca21a74b995c2c288dc0405e83be8c1cc77ae923d4e6ae62fcd06d
8,./server/src/controllers/authController.ts,1079,prisma.user.findUnique({where:{id:userId}}),USER_SELF_READ,N/A,"changePassword self-lookup: const userId = authReq.user!.id at line 1066; where: { id: userId } at line 1080",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
9,./server/src/controllers/authController.ts,109,prisma.user.findUnique({where:{email}}),USER_SELF_READ,N/A,"requestMagicLink auth-flow email lookup to determine if registration vs login; pre-auth endpoint",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
10,./server/src/controllers/authController.ts,117,prisma.user.findUnique({where:{email}}),USER_SELF_READ,N/A,"requestMagicLink resolves caller's own user by email; pre-auth login flow",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
11,./server/src/controllers/authController.ts,1308,prisma.user.findUnique({where:{email}}),USER_SELF_READ,N/A,"forgotPassword email lookup; pre-auth endpoint resolving requester by submitted email",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
12,./server/src/controllers/authController.ts,1347,prisma.user.findFirst({where:{resetToken,resetTokenExpiry:{gt:now}}}),USER_SELF_READ,N/A,"resetPassword resolves user by single-use reset token; token possession proves ownership",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
13,./server/src/controllers/authController.ts,253,prisma.magicLink.findUnique({where:{token}}),NOT_USER_SCOPED,N/A,"magicLink table is auth-token lookup; not user-scoped data; token possession is the credential",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
14,./server/src/controllers/authController.ts,282,prisma.user.findUnique({where:{email:magicLink.email}}),USER_SELF_READ,N/A,"verifyMagicLink resolves user by email after magic-link token validation; auth flow self-lookup",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
15,./server/src/controllers/authController.ts,421,prisma.user.findUnique({where:{id:userId}}),USER_SELF_READ,N/A,"refreshToken: userId comes from verifyRefreshToken(refreshToken) at line 415; caller proves own identity via refresh token",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
16,./server/src/controllers/authController.ts,462,prisma.user.findUnique({where:{email}}),USER_SELF_READ,N/A,"login: user resolves themselves by submitted email at pre-auth endpoint",2026-05-29T20:30:00Z,session12_subagent_6,session12,7533c5c1f6382c127fd0c611de72b107d60c9a820a4b2973a4dc286861d25da9
