site_number,file,line,call_signature,verdict,severity,evidence_quote,verified_at,verified_by,session,file_hash_at_verify
26,server/src/controllers/acosController.ts,1926,exportVRAnnotations RequestHandler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at L1936 action='vr.annotations_exported' userId+organizationId+details",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
27,server/src/controllers/acosController.ts,1930,vrCollaborativeReviewService.exportAnnotations call,AUDIT_LOGGED,NONE,"interior export call inside exportVRAnnotations; auditLog.create at L1936 covers function",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
28,server/src/controllers/acosController.ts,1936,prisma.auditLog.create vr.annotations_exported,AUDIT_LOGGED,NONE,"prisma.auditLog.create({ data: { action: 'vr.annotations_exported', userId, organizationId, hash, details, ipAddress, userAgent } })",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
29,server/src/controllers/acosController.ts,1937,res.json(exportData),NOT_PRIVILEGED_ACTION,NONE,"response emission; audit already logged at L1936",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
30,server/src/controllers/acosController.ts,1940,throw new AppError Failed to export VR annotations,NOT_PRIVILEGED_ACTION,NONE,"error path throw in catch; auditLog at L1936 covers success path",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
31,server/src/controllers/acosController.ts,2442,exportSwarmMetrics RequestHandler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at L2453 action='swarm.metrics_exported' userId+organizationId+details",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
32,server/src/controllers/acosController.ts,2446,swarmTaskAllocationService.exportMetrics call,AUDIT_LOGGED,NONE,"interior export call inside exportSwarmMetrics; auditLog.create at L2453 covers function",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
33,server/src/controllers/acosController.ts,2453,prisma.auditLog.create swarm.metrics_exported,AUDIT_LOGGED,NONE,"prisma.auditLog.create({ data: { action: 'swarm.metrics_exported', userId, organizationId, hash, details, ipAddress, userAgent } })",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
34,server/src/controllers/acosController.ts,2454,res.json(exportData),NOT_PRIVILEGED_ACTION,NONE,"response emission; audit already logged at L2453",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
35,server/src/controllers/acosController.ts,2457,throw new AppError Failed to export metrics,NOT_PRIVILEGED_ACTION,NONE,"error path throw in catch; auditLog at L2453 covers success path",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
36,server/src/controllers/acosController.ts,2697,exportDebtReport RequestHandler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at L2706 action='compliance.debt_report_exported' userId+organizationId+details",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
37,server/src/controllers/acosController.ts,2701,acosService.exportDebtReport call,AUDIT_LOGGED,NONE,"interior export call inside exportDebtReport; auditLog.create at L2706 covers function",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
38,server/src/controllers/acosController.ts,2706,prisma.auditLog.create compliance.debt_report_exported,AUDIT_LOGGED,NONE,"prisma.auditLog.create({ data: { action: 'compliance.debt_report_exported', userId, organizationId, hash, details, ipAddress, userAgent } })",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
39,server/src/controllers/acosController.ts,2710,throw new AppError Failed to export report,NOT_PRIVILEGED_ACTION,NONE,"error path throw in catch; auditLog at L2706 covers success path",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
40,server/src/controllers/acosController.ts,2892,revokeJITSession RequestHandler,AUDIT_LOGGED,NONE,"prisma.auditLog.create at L2900 action='jit.session_revoked' userId+organizationId+details",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
41,server/src/controllers/acosController.ts,2898,jitAccessService.revokeSession call,AUDIT_LOGGED,NONE,"interior revoke call inside revokeJITSession; auditLog.create at L2900 covers function",2026-05-29T20:30:00Z,session12_subagent_15,session12,9e758a8286fab5610de6e27c3eff2e2e033cbd9e9f68af93561e2be115dbe65c
